NA	sentiment	tweet
2.40285E+17	neutral	Brand new updated logo\u002c edited by David Taylor the new Executive Producer of ROC-TV. First introduction video will be up tomorrow!
2.43711E+17	neutral	Check out some live jazz music from David Taylor and Tom Ogunribido today from 12-2pm in the LPC Student Center 2nd floor dining area!
2.20074E+17	neutral	"\""""I don\u2019t know of a rule that could stop QLD playing David Taylor\"""" - the NRL to us on if QLD can play Taylor tomorrow in #Origin3"
2.20074E+17	neutral	"\""""I don\u2019t know of a rule that could stop QLD playing David Taylor\"""" - the NRL to us on if QLD can play Taylor tomorrow in #Origin3 #nrl"
2.44353E+17	neutral	\u2019Clockwinder-who wouldn\u2019t say no\u2019. Launch at the Commons on Tuesday. The biog of the late David Taylor is the untold story of a virtuous MP.
2.3656E+17	positive	@JimGellatly  come with me\u002c and you will see @theiqonsband\u002c @Tijuana_Bibles\u002c @Stone_Fox_Chase\u002c and David Taylor at PivoPivo tomorrow night
2.51763E+17	positive	@davetaylor2112 Hey there David Taylor. Nice to have you along sir. How is your Friday? #mushroomfm
2.28771E+17	negative	@MoTheRipper I was like Shy Glizzy bouta be up at DC Star Saturday and he said Nigga no im not
2.41062E+17	neutral	@DCYOUNGREBEL French Montana Live @ DC Star this Saturday #LaborDayWkend S/o @BennyT14 @DarnellMVP check it out >> http://t.co/92odoLem
2.41062E+17	neutral	@DropSquad2 French Montana Live @ DC Star this Saturday #LaborDayWkend S/o @BennyT14 check it out >> http://t.co/92odoLem
2.56032E+17	neutral	Beenie Man will be performing at Echostage (DC Star) next friday for the HU Yardfest Afterparty (18+ event) contact @SocaYute for tickets
2.41063E+17	neutral	French Montana Live @ DC Star this Saturday #LaborDayWkend S/o @BennyT14 @DarnellMVP check it out >>  http://t.co/g3dZn27r
2.41684E+17	neutral	"\""""@FrencHMonTanA: DMV I will be Performing LIVE @ DC Star this Saturday w/ Big and the Band shout to Sunshine + Bennyt\"""""
2.41588E+17	positive	DMV I will be Performing LIVE @ DC Star this Saturday w/ Big and the Band shout to Sunshine + Bennyt
2.39812E+17	positive	I Will Be Performing at the DC Star on September 1st Hope Yall Can Come Thru! http://t.co/UXZjcSul
2.2687E+17	positive	LiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiSTOOoOoO pa RompER DC STAR nightclub 4 the 1st time SINCE 08 !!! ToY Readyy ! #dmvsofficialhost
2.35224E+17	positive	My 2nd time seeing @NICKIMINAJ was wen me Kiaya n Chante went to the DC Star we stood in line @ 330pm n they open the club doors at 12am lol
2.63087E+17	negative	@dorcov YUP. And did you watch Degrassi from friday yet? looool awkward campbell
2.62477E+17	negative	I still didn\u2019t watch Degrassi from Friday? What am I doing with my life? Apparently not much.
2.63122E+17	neutral	I think every Friday im going to tweet: yay degrassi tonight. #getusedtoit
2.63063E+17	neutral	People that are like 3rd year seniors << It\u2019s about time you move on w/ high school. This is not Degrassi where you\u2019re the same age forever
2.62384E+17	neutral	pretty little liarssss timeee\u002c because i missed the premier on tuesday :3 then degrassi\u002c then jshore... WOO for being occupied
2.62792E+17	neutral	was sat watching Degrassi then came to the realisation that Little Things will be aired in a while.
2.64133E+17	positive	@_Favs he\u2019s been my lover since 7th grade\u002c Degrassi days!!
2.64176E+17	positive	@degrassihaha Going to the Holy Land (Canada) tomorrow. If I\u2019m lucky\u002c I\u2019ll meet some of the Degrassi gang. Well\u002c in my dreams :P.
2.62442E+17	positive	but rest assures I am watching Degrassi\u002c and loving it may i add. (;
2.62386E+17	positive	i just saw degrassi cause i missed id on friday @DylanEvz your so cute !
9.66792E+16	negative	@charliemax Democrats will quickly implode and concede.  Obama will either veto the Boehner bill or invoke the 14th Amend...then IMPEACH!
9.42328E+16	negative	Democrats call on Lt. Gov. Ard to resign: Democrats called Thursday for the immediate resignation of Lt. G... http://tinyurl.com/3m3fpwl
9.10303E+16	negative	Fake Democrats lose in Wisconsin primary recalls All six fake Democrats lost to Democrats supported by the party in primaries Tuesday that
9.69081E+16	negative	Once again Democrats spent all night and this morning trying to talk down the stock market...whatever happens there can be no blank check!
9.13394E+16	negative	RE: @leighacton What the heck was obama doing for the 1st 2 years when Democrats controlled everything?!!! http://disq.us/2lpzqm
9.77696E+16	negative	"RT @Politicolnews: I think it's time to start calling the Democrats offices, demand they use the 14th now, don't cave to Nut Jobs."
9.1687E+16	neutral	Democrats defeat Republicans 8-2 in Congressional baseball game tonight.
1.04908E+17	neutral	RT @TAN_Network: Foreign Minister Surapong to file complaint against Democrats with police on Mon at 3pm
9.44329E+16	neutral	"RT @jamiedupree: The mantra from Republicans to Democrats today is, 'if you don't like our plan, then where is your plan"
9.44164E+16	neutral	"The mantra from Republicans to Democrats today is, 'if you don't like our plan, then where is your plan\""The mantra from Republicans t..."
9.12303E+16	positive	"All of the \""real\"" Democrats won their respective races & will move on 2 face the 6 recalled Republican state senators on August 9 #YesWeCan"
9.66193E+16	positive	RT @StevenTDennis: Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
9.66191E+16	positive	Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
9.3497E+16	positive	"Well the cool thing with Democrats in power, DOMA is getting reviewed on the 20th."
1.88483E+17	neutral	Angelito casts and PBBUnlimited BIG4 with Kevin\u002c Divine\u002c Deniesse and Ryan are guests tomorrow night sa kick off. - adm. @ellen0716
1.94635E+17	neutral	Mallshow with the #PBBUnlimited BIG 4 + Wendy\u002c Divine\u002c Deniesse at Pacific Mall Legaspi Landco Plaza\u002c April 30\u002c 6pm! Kitakits\u002c Taongbayan :)
1.94635E+17	neutral	UPDATE: Mallshow with the #PBBUnlimited BIG 4 + Wendy\u002c Divine\u002c Deniesse at Pacific Mall Legaspi Landco Plaza\u002c April 30\u002c 6pm! -- adminKIM
1.9583E+17	neutral	Watch out for @wendytabusalla together with Divine\u002c Deniesse and the BIG4 at the Pacific Mall Legazpi Landco Plaza on April 30\u002c 6pm.
1.83753E+17	positive	"=) \""""@keeyatami: I get LOVESTRUCK with Deniesse and Slater. Swear. They look cute. Plus I can relate to Deniesse pacute to her crush\u002c Slater\"""""
1.94636E+17	positive	@DENIESSEsters: Mallshow with the #PBBUnlimited BIG 4 + Wendy\u002c Divine\u002c Deniesse at Pacific Mall Legaspi Landco Plaza\u002c April 30\u002c 6pm! :)
2.08159E+17	positive	@SlaNiesse2 Happy 4th Monthsary SlaNiesse!! ;) Wishing you guys more more months and years together. Stay strong for Slater and Deniesse! ;)
1.88629E+17	positive	Big 4 with Kevin\u002c Deniesse\u002c Devine\u002c and Ryan sa kick off ng PBB Teen Edition 4 on Sunday\u002c April 8 at 9pm.#excitedmuch!!!#BiggelonTV
2.06053E+17	positive	Happy 3rd Monthsary #Loverss! :) Salamat sa pag support ky Ate @deniessejoaquin :) All for Deniesse\u002c All for the Love. http://t.co/fSMBsxu5
2.059E+17	positive	till June 5 nalang ang botohan! So make sure you vote Deniesse\u002c Wendy\u002c Jazz and Divine on FHM 100 sexiest! :) #THV\u2019sPride!
2.64228E+17	negative	@_JustAnother1 smh I\u2019m just waiting on the black ppl to cuss me out tomorrow about Denzel lol NIGGAS!!!
2.64243E+17	negative	Think imma go see Flight tomorrow.. Denzel\u2019s the shit
2.64257E+17	neutral	I want to go watch Denzel\u2019s new movie tomorrow! Someone take meeeeeeeeeee.
2.64179E+17	positive	7:15pm tomorrow night I have a date with Denzel! #Flight I can\u2019t wait!
2.64211E+17	positive	@lakeshow73 it\u2019s out already?  Thought it was tomorrow? Denzel is the best EVER. Movie looks amazing.
2.64204E+17	positive	"Cant wait to see \""""Flight\"""" on Saturday\u002c Denzel is one of the best actors in the world alongside Leo and De Niro"
2.64185E+17	positive	Gotta go see Flight tomorrow Denzel is the greatest actor ever
2.64244E+17	positive	Hey I wanna see Flight tomorrow with Denzel ol fine self.
2.64192E+17	positive	That movie Flight with Denzel looks really good! May have to go check it out
2.64205E+17	positive	"\""""@bline803rasta: Mane I gotta see that Denzel movie tomorrow! Shit look like its gone be a good one\""""ditto. Im going to try to go tomorrow"
