NA	sentiment	tweet
2.72468E+17	positive	"Crossfire Hurricane, amazing film and finally some proper music on Saturday night TV!! Oh to have seen the Stones live back then!"
2.80349E+17	positive	-agent april is going with me to raccoon city. I bet Carla got something in store for us... But im always ready to Fight-
2.29908E+17	positive	Huge congrats to CBC former student Tim Glencross whose debut novel Barbarians has now just sold in Germany. UK is 4th Estate!
2.85116E+17	positive	"Stone Brewing is taking over Smoqued BBQ on Tuesday, January 6th! It's going to be a great night! RSVP on facebook. https://t.co/Sy8SDYGN"
2.74148E+17	positive	"FRIDAY Get out of the cold &amp; join us at Rum Runners in Dennisport, 9pm. Then bundle up SATURDAY and join George &amp;... http://t.co/egeD3HeW"
2.61694E+17	neutral	Make sure your coach has turned in your Chevy Youth Soccer ticket stubs for the Cruz or Equinox drawing in December! http://t.co/ck6V82Ql
2.26709E+17	positive	"@bradwiggins shook your hand in 'Tolos' in May, proud to have shaken the hand of the Maillot Jaune, congratulations!"
2.46629E+17	neutral	Grand Bend patio drinking while the sun goes down. http://t.co/jCUV7Az2
2.28986E+17	neutral	"@john_goodall did you see that the """"world famous pub"""" in Lechlade from Monday made an appearance in the Opening Ceremonies?"
2.63346E+17	positive	Think I'm going to come back to Edinburgh on the 3rd of January just for the Edinburgh Derby.. #cmonhearts
2.77668E+17	neutral	Time to hit the sheets! Running a half marathon tomorrow at Pomona Fairplex for SRLA~ #srla #goodnight
2.16E+17	positive	We're all no one! Party w/ Nervo tonight at Surrender Nightclub! Grab ur bikinis &amp; swim trunks for Splash Dance Thursday! Txt me 714.8785254
2.2435E+17	positive	Watch video tribute to Dan Wheldon from the ESPY Awards on July 11 http://t.co/fyxLtwoF Makes Me Sad Yet Happy To See Dan So Happy...Then
2.24021E+17	positive	Hey @Skrillex is you could keep it down while Mastodon plays tomorrow at Bluesfest that would be the best. Thank you for your time.
2.76842E+17	positive	New Batman with pops and the cats. Good way to end this day! #Thursday!
2.67739E+17	negative	@espn_nfcsouth the falcons need to cut out late night college tweets and go to bed on Sat nights
2.69106E+17	neutral	In #Dallas tomorrow night? See @Stephen Petronio Co @ Winspear Opera House.Read interview re dancing with Trisha Brown.http://t.co/nErWSikS
1.99713E+17	negative	Wheww I leave Ohio June 3rd I don't even want to think about leaving
2.45804E+17	neutral	Anyone know what the weather on top of Mount Snowdon's going to be like on Saturday? @ben_rich
2.76955E+17	neutral	What's that you say? The Ladykillers single is out on Monday? You're going to buy it?
2.00806E+17	positive	"@MusicaVivaAU I thought I'd go to 17 rehearsals, and squeeze in ABC Sunday live with Rebecca Chan and Kristian Chong."
2.23733E+17	negative	I can't believe i forgot today and tomorrow is the aviva london grand prix at crystal palace!
2.28999E+17	neutral	"A 435-pound woman struggles with the hard work and commitment needed to get healthy on #EMWL, ABC Sunday at 9pm"
2.18698E+17	positive	Defeat the Red Stars tomorrow night! Best of luck @BostonBreakers
2.25225E+17	neutral	Anyone fancy meeting @Ninja_Smerklo &amp; me for coffee &amp; cake at the Tea Chest in Lechlade tomorrow
2.59083E+17	positive	"NLCS, Thursday night football, AND a rerun of USA v Lithuania game from the Summer Olympics. Could this night get any better? #probablynot"
2.78816E+17	positive	@scooter70 is hoping to get him the special beer 12/12/12 from Stone Brewing comp and save it for JT for his 21st Birthday. :)
2.26375E+17	neutral	Registration for Youth Soccer has been extended to July 29th. If you haven't registered and are still interested... http://t.co/13lstEhm
2.46698E+17	positive	Don't forget to check out the Polish Festival on Roncesvalles this weekend - we'll be screening Polish shorts from 2-4pm Sat/Sun!
2.08383E+17	positive	"June 16th @2010 S. Wabash Earth Pearl Collective presents """"Earth Festival"""" from 2 -7pm. Vendors vendors!! Open to the public"
2.2526E+17	neutral	"RECAP: ESPY Awards 2012 - In case you missed the ESPY Awards,held in LA last Friday - here are the... http://t.co/41WrRQZi"
2.7715E+17	positive	"Best way to spend a Friday afternoon, watching the new Batman."
2.1477E+17	neutral	"#AyoWaka @WakaFlockaBSM you did ya thing at Hot Jam in Hartford, CT. last monday #BSM #TripleFLife #SQUAAAADDDD!!!!!!"
2.42658E+17	neutral	"I'm going to Vance Lee at Rum Runners in Cocoa Beach, FL - Sep 7 http://t.co/9DT4XbHH"
2.1044E+17	positive	Spending a nice day at #DHS. Enjoying all the rides before coming back for Star Wars Weekends activities on Saturday! #SWW #woot
2.61776E+17	neutral	Wednesday night I had a half an hour chat about arsenal with Antonio Carluccio. Standard
2.52143E+17	neutral	Gelfand in the lead after 8 rounds of the London Grand Prix #Chess with 5.5/8. http://t.co/C5OqMW0J Nakamura loses 3rd game in a row.
2.52052E+17	neutral	#ChessBaron News; Jonathan Rowson reviews The Art of Chess - On Sunday the participants of the London Grand Prix can... http://t.co/LyxHhZaf
2.63371E+17	positive	FREE stuff! Seriously! Come out to the Maverik Center tomorrow morning for KZHT 97.1 FM's PUMPKIN DROP and win... http://t.co/gY0vxYh2
2.44672E+17	neutral	Splash Dance every Thursday in #Vegas @SurrenderVegas come check it out before the pool season ends!
2.00404E+17	neutral	"The Clippers are guaranteed their first ever appearance on ABC Sunday, either Game 7 against the Grizzlies or Game 1 against the Spurs."
2.40523E+17	negative	I still don't even know what the fuck i'm taking at A level and i have to enrole tomorrow
2.47023E+17	negative	"worst player in 1st half for Liverpool:Kelly, Johnson, Gerrard, Suarez, Shelvey. don't show tht you're wise, im Liverpudlian, let's say fact"
2.3009E+17	neutral	Work in Summersville and Beckey WV for the next 3 days then back home thur evening
2.67312E+17	neutral	"Also, remember to have dinner at Maverik Center Monday with the grand openings of Little Italy and El Pasado Cantina in the arena."
2.77333E+17	neutral	Watched the 2nd part of Crossfire Hurricane last night. That means some Goats Head Soup for @carpssio in the car this morning!
2.50812E+17	neutral	"Jonathan Kozol: Educator, Author, Activist will be speaking Wed. September 26 at 7 p.m. at the DeKalb High School... http://t.co/PYhdXqVA"
2.54425E+17	positive	Bowling then dinner w/ the family tomorrow for Maite's birthday (:
2.09176E+17	positive	"We're not dead yet, just busy setting up Figments Media. We promise to have an update sometime Monday, do you want MK or Star Wars Weekends?"
2.75328E+17	positive	New Batman comes out tomorrow ! Cannot wait to buy it haha
2.48582E+17	neutral	"In honor of September 19th, International Talk Like a Pirate Day... #whyistherumgone ...Because of me. I am why the rum is gone."
2.56457E+17	neutral	My mommy daughter date to Carrie Underwood! Shelli went too with her friend! My 5th time s @ Maverik Center http://t.co/eZTrdbsn
2.79271E+17	neutral	Made a 96 on that paper that was due the Monday after Thanksgiving break!
2.48603E+17	negative	@TwitchDaWoof Now you know how I feel when I was at Riot Fest. Wait until you feel your knees and ankles tomorrow. XP
2.02588E+17	positive	Hope you're all planning to tune in to Ballet West's Breaking Pointe premiering on The CW on May 31st!!! You... http://t.co/CFYx6Zo3
2.81782E+17	neutral	"Did you know, in JiuJitsu when you get to your 4th Dan, instead of a black belt, you wear a red and black belt? #JiuJitsu #Ottawa"
2.36211E+17	neutral	"Going to Summersville tomorrow! If you wanna tag along, get on FB &amp; ask Sarah Starks if it's chill for you to go! #SuperPumped #YayCamping"
2.40189E+17	positive	"Sunday bests: PABH, Band of Skulls, Eagles of Death Metal, 2:54, The Horrors, Me First and the Gimme Gimmes and Less Than Jake."
2.75262E+17	positive	Laying on the sofa with the fire on and watching the Edinburgh Derby will suit my Sunday just fine.. #HibsvHearts #ScottishCup
2.61037E+17	neutral	Edinburgh Derby at Tynie put back 24 hours to 3rd January with a 7:45 ko.
2.77576E+17	positive	Part 2 Tour of Hat Yai. Look at the amazing warm welcome and love for Miss Tourism 2012 World Final on 16th http://t.co/jfDvH7gf
2.64338E+17	neutral	"@ellleemizukoshi @daneecoline what at par... You just miss me,admit it! :&gt; :)) But yeah Danee, may umaasenso :p"
2.25322E+17	positive	"New HQs! Chanel Iman arrives at the 2012 ESPY Awards, LA, July 11 2012 http://t.co/Hbd8QENH"
2.61997E+17	positive	Don't forget our beauty editor Laura will be at Westfield Parramatta at 1.30pm today (Sat) with plenty of great tips! Come &amp; meet her. #BWOB
2.71942E+17	positive	Lots of artists in and out today stocking up for tonight's Late Night Shopping in Haltwhistle. Glad to see the sun out! See you later.
2.25161E+17	positive	"@wildbread yayaaya, it's okay I only sent it this morning haha :) VANILLA FUDGE?! &amp; I can't wait it's on Sunday :) xx"
2.17784E+17	positive	Huge weekend coming up at The KEE to Bala! Come and celebrate KEE-ANADA day with us on Sunday! We have a huge... http://t.co/6WU1Y9zc
2.23719E+17	neutral	"Mehdi Hasan thinks EVEN left wingers offend Muslims now http://t.co/zdOopJ02, but it may be left wingers MORE not even http://t.co/9zcoWJHz"
2.57883E+17	positive	Pretty awesome. Jonathan Kozol sat in on my session at the @SAANYS conference!
2.6204E+17	neutral	Grizzlies come back late to tie the game in regulation and then win 4-3 in a shootout Friday night at Maverik Center.
2.45552E+17	neutral	Be prepared to serve the Baby Boom market! Some homeowners in this segment may be unearthing buried plans to... http://t.co/pPL6meNd
2.40559E+17	positive	"@BrentSpiner Please come to Phoenix Comicon again! The weather is so great here in May...maybe not but it is sort of """"Fresh Hellish""""."
2.2309E+17	neutral	Who's coming to Eldora Speedway tomorrow?! 8pm in the fan zone. Sponsored by Yuengling - come get ya one.
2.64536E+17	positive	"Got FLOOR SEATS for Bon Jovi in April! I can't wait! Dead or Alive, Livin' on a Prayer, or going out in a Blaze of Glory. #superstoked"
2.49471E+17	positive	Harrogate is a Spa town and the site for the Great Yorkshire Show in July. This cottage is a great base for visiting http://t.co/ZYPJZGaI
2.35751E+17	neutral	"Playa Vista baby boom leads to a new school Playa Vista Elementary opens its doors Tuesday, serving 200 children in the coastal community"
2.253E+17	neutral	Lechlade's view on the upcoming clash with Marlborough CC on Saturday http://t.co/5jKiTOjN
2.07156E+17	neutral	The Ladykillers is to play the Theatre Royal in Glasgow after a critically acclaimed run in the West End. It will open on 19 Nov.
1.94247E+17	negative	"@tehzatchmo You better be using a raincoat or an umbrella rack, or Kiryu's finest may throw you into prison for life!"
2.33156E+17	neutral	@LUFC_SOCCER Morgan may be next face of US women's soccer: They just didn't know who her opponent w... http://t.co/jNscJKOb Youth Soccer
2.67994E+17	positive	@insidebjj @insidebjjMatt @InsideBJJErnest @InsideBJJStella Happy Monday Folks!! Love the show aka Pulse of Jiujitsu!! http://t.co/1zRwSLau
2.1805E+17	neutral	EELS fans got a chance to pass the ball with the boys at Westfield Parramatta on Sunday. http://t.co/tRnoZS6G #news
2.43913E+17	negative	Went to Grand Bend Saturday.. someone drowned that night in the lake.
2.69969E+17	positive	Score! I can say i had a nice day at the RNDM show on Thursday :) http://t.co/OMrBENiH
2.44565E+17	neutral	"PINK FLOYD NIGHT at Creative Alliance tonight! No lazer light show, just 5th L, Ellen Cherry, Members of the... http://t.co/XnFxlUNz"
2.31489E+17	positive	"In the middle of downtown Dallas, is the Winspear Opera House. Where I saw @KChenoweth on May 24th. Best night ever. http://t.co/6y5LVGVQ"
2.05703E+17	positive	"Great Price on Salmon! Copper River Salmon is just $9.99 a pound, fillet only, Thursday 5/24 thru Monday 5/28 while supplies last."
2.12938E+17	neutral	"Blaze of Glory... the Bon Jovi experience performs live at Concerts in the Park this Saturday, 6/16! What's your favorite Bon Jovi song?"
2.7003E+17	positive	@Lov2rok loving all the RNDM vids too! Will watch the rest tomorrow on Facebook after work. Thanks!
2.65512E+17	neutral	Buy your ticket to see Ben Sollee at the Lexington Opera House Dec 19 http://t.co/Y0fcdlEe
2.72635E+17	positive	Thank you ABC2.. Crossfire Hurricane is on! Sunday night viewing at its best. #rollingstones @RollingStones
2.55305E+17	neutral	Training camp resumes today and Tuesday at Maverik Center at 10:30 a.m. and is open to the public. The team returns to the Oval Wednesday.
2.76785E+17	positive	Runrig @ barras tomorrow night.followed by stealing at home then Lorenzo in the Louden ...PERFECT . :-)
2.67635E+17	positive	Happy Veteran day....may God continue 2 Bless all current &amp; former Vets. Thank you 4 all you do/done!
2.58747E+17	negative	"OMIGOD! how dare they stop xfactor for a baseball game, than air it next Tuesday. Shitty ass channel"
2.49444E+17	negative	Ego still bruised after poor day of racing @ Ironman Wales on Sunday. One more rest day then I think I should start doing something about it
2.35529E+17	neutral	The Kee to Bala just got Drizzy: Intimate concert in one of greatest venues with rapper @Drake this Saturday pm in #Muskoka's @TheKEEtoBala
2.61299E+17	positive	"I can't wait until tomorrow, when I can watch the PLL Halloween episode without shame or guilt."
2.17613E+17	positive	"Eldora Speedway - New Weston, OH - Saturday, June 30th - Who is coming to get the $5000? Lee Cooper, Max Blair,... http://t.co/7SJRWyjS"
2.60273E+17	positive	@RowanRuless Since before PMR :D hehehe. Ooh mitchie asked me to tell you you're invited to her sweet 16th! Hehehehe
2.6511E+17	neutral	"How about Walker Rd (top of hill) and streets off Walker (Spring Hll, Knollwood, Maple, Oak)? Out since Monday. Trees/wires on Walker down,"
2.6758E+17	negative	The pitch for Sat nights game is going to me atrocious due to the Coldplay concert #iwantAAMIparkback #mvfc
2.38205E+17	negative	If you are still mourning the cancellation of the Great Yorkshire Show why not head to @aldandborshow at Boroughbridge on 2 Sep!
2.48576E+17	positive	International Talk Like a Pirate Day's 10th Anniversary Celebrated: By KEVIN DOLAK (@kdolak) Across the world to... http://t.co/Beho29mm
2.48563E+17	neutral	For International Talk Like a Pirate Day (September 19th) Representing the Kitties! http://t.co/5VvS97Ha
2.48825E+17	positive	Happy Day After International Talk like a Pirate Day Sept 19th!!! Some great Pirate facts in the latest edition... http://t.co/VCVZjdKE
2.49196E+17	neutral	Try the Best Wurst of Portland at the Polish Festival: The 17th annual Portland Polish Festival ... http://t.co/7TpNz9Wn #portlandevents
2.73163E+17	neutral	Watching Crossfire Hurricane for the 5th time @MickJagger
2.8506E+17	positive	Guysss please sponsor me and give as much as you can.. I'm climbing Mount Snowdon in Feb! http://t.co/N09SOBXO
2.17805E+17	negative	"Momma cried during the #SFGiants pre-game ceremony when they declared June 13th """"Matt Cain Day"""". I havent met anyone more emotional than her"
2.27696E+17	negative	"Just like the 2nd coming, am moving creepy - Hot Jam"
2.45868E+17	neutral	"Danee's fanbase told to me if her bday on Dec 99, but still dunno the day"
2.45112E+17	neutral	"@AusDirectioners @AUS_1Dupdates All for one, out October 4th on Blu-ray. It's about their Australian Tour and can be bought at Sanity"
2.7726E+17	neutral	"I'm going to Ben Sollee at Lexington Opera House in Lexington, KY - Dec 19 http://t.co/ESmFvcRA"
2.59421E+17	positive	@DaveAvison you're way ahead .. Im on Blaze of Glory ... 3rd play though lol !!!!
2.5483E+17	positive	"Ooh Operation Raccoon City is 19.99, I may pick that game up, if I have the strength to..man I gotta sleep earlier."
2.49208E+17	neutral	@anniemacdj #RAVING in Hvar in Croatia surrounded by massive yachts! Veneranda tonight then Carpe Diem's closing party tomorrow night!!
2.58398E+17	positive	The Romney/Libya moment was the fastest momentum stopper I've seen since that Kenny Lofton 3rd base stop in Cleveland's 2007 Playoffs.
2.65255E+17	positive	Stone's bandmate Jeff's new band RNDM is playing The Jimmy Fallon Show tomorrow night. Check it out.
2.4718E+17	positive	Well just did the Polish festival today and it went great ! Tomorrow we will be playing at the North Stage near... http://t.co/ZX0BeaGM
2.67872E+17	negative	"Tomorrow im going tell all my teachers , we not even supposed to be here ; its Veteran Day"
2.23233E+17	positive	Forget the 10 hour bus trips! Now you can fly from Subang to Hat Yai comfortably in just 1 hour 20 mins. The 1st... http://t.co/yKD7iDay
2.36356E+17	positive	"Thank you @LFC for the message. I'm very proud to be a Liverpudlian, may i get your follback? #LiverpudlianLoyalitasTanpaBatas #YNWA"
2.42669E+17	positive	"going to enrole at college tomorrow, can't wait:L"
2.46937E+17	neutral	"Little Mix participate in 3rd episode from the 1st season of the reality show fashion, """"Styled To Rock"""". http://t.co/hp0qm5uq"
2.53916E+17	positive	"@HaleyJennalee like tomorrow, I'm going to get more ink my self, and probably go see Ben sollee play! Ha good day!"
2.8338E+17	negative	I just want to lay in the sun &amp; mojitos all day. I'm kinda f*cking ready to retire from the f*cking rat race. To Waikiki: me &amp; Danny Elfman.
2.27162E+17	neutral	"One hour til kickoff v @nyfury in Long Island. W/Thursday's unfortunate forfeit, Red Stars are playing for 3rd/4th place in the standings."
2.76452E+17	neutral	@amhurdlestar i am going to the london grand prix on the saturday next year! Might meet you there!!
2.615E+17	positive	"Thank god for having a sub in 2nd, watched the PLL Halloween special I missed the other night"
2.17048E+17	neutral	Halftime. Red Stars playing well but only found one goal in 1st half to keep it tied 1-1.
2.24196E+17	neutral	"#YouKnowYoureFromSanDiego when you call the """" San Diego county fair """" the del mar fair . or just straight up del mar (:"
2.26879E+17	positive	"When the boys come to Ohio June 18 2013, if they play at cedar point, I will piss myself."
2.10755E+17	positive	#lallysmarine #boardbash 2012 coming to Ohio June 30th! Make sure to check it out! http://t.co/yRQO5cWL
2.4308E+17	neutral	"Five bottles left of Stone Brewing's 16th Anniversary Double IPA. 10% ABV, brewed with lemon verbana and rye. $7.49 for a 22oz."
2.29297E+17	neutral	Alkek is down on the field and walks off to get looked at. Red Stars only have one sub left: a goalkeeper. 20th minute.
2.36574E+17	neutral	"Lough Erne done, serious course, great driving on the 6th @McIlroyRory all to play for tomorrow in Concra Woods #BallinaCup2012"
2.38317E+17	negative	"You could almost hear the arteries clogging. ICYMI, latest report details unhealthy #s at the San Diego County Fair http://t.co/8RmaTmYi"
2.67107E+17	positive	When I get to my cousins tomorrow I'm going ape shit on their Halloween candy eating all the Reese. XD
2.2278E+17	negative	Have tickets for Great Yorkshire Show on Thursday - very disappointed with this weather!
2.61684E+17	negative	2nd attempt at watching PLL Halloween special. I hope my dad doesn't come and ruin it!
2.22695E+17	neutral	Reminder that today is the FINAL DAY to signup for Knollwood's Michelob Open happening tomorrow (@NC) $60 for Members &amp; $80 for Non-Members
2.54649E+17	positive	"Tuesday night the CW network will be showing """"Dr Horrible's Sing-a-Long Blog"""". If you haven't seen it, you should!"
2.37511E+17	negative	"@Daaan_EFC - After the 3rd goal there is a clip of me, my son &amp; his mate going mad in front of a very depressed Liverpudlian!"
2.47828E+17	neutral	Just a gentle reminder that this years Polish Festival is on the 18th of November
2.22541E+17	positive	"Yup, Bluesfest was wicked tonight. Epic roofing job tomorrow. This is the life."
2.48143E+17	positive	Going to Wales with college next Saturday to climb up Mount Snowdon :)
2.68554E+17	positive	"Come out and join @Kj_PurpleHoney on December 15, 2012 at the Creative Alliance for a wonderful Christmas show and our DVD Release Party!!!"
2.49124E+17	neutral	"In REALITY, International TALK like a DALEK DAY is DECEMBER 21st, the ANNIVERSARY of the DALEKS' FIRST APPEARANCE! @paulandstorm"
2.30298E+17	negative	@meow_alot I will be so dead after the 1st 4 days lol it will be like BORN - Kiryu - Kiryu - BORN - DEAD. XD
2.45803E+17	positive	"YOU can be a 'Switch On Superstar'! Every Saturday,u get chance to turn on Blackpool Illuminations - it could be YOU! Text LIGHTS to 80039!"
2.29377E+17	positive	Watching the live stream of Miss Teen USA while watching the Olympics. Great Saturday! :)
2.63517E+17	neutral	"Photo: Day 302 (Sunday, October 28) Went to see the dress rehearsal for Aida at the Winspear Opera House.... http://t.co/pudHBoU8"
2.1636E+17	neutral	A little Taking Back Sunday as the sun goes down. @ Pomona Fairplex http://t.co/pWWbO7oZ
2.45624E+17	neutral	Think I may have an early night tonight and go to sleep after Styled To Rock!
2.51011E+17	neutral	@MolunaArmy_x June:) Isn't that the one with the outfits from Styled To Rock?
2.68501E+17	positive	can you believe it's the 13th and I still have unopened bags of Halloween candy???
2.17803E+17	positive	June 13th is now Matt Cain Day in San Francisco!! He also just got the key to SF. #perfectGame
2.39022E+17	positive	Threshold opens for the Fab 4 Thursday Oct 25 and Friday Oct 26 at the Cove in Normandy Park WA... don't miss it! http://t.co/qOPvd9Hl
2.21311E+17	neutral	Have a spare Red Stars ticket for either July 7th @ Northwestern or the 14th @ Benedictine up for grabs. Takers?
2.30254E+17	positive	Good Tuesday morning. Its the last day of the month which means at Northside in Summersville we are going to be moving cars. Come see me!
2.4387E+17	positive	"#TheNext is on the CW Network in 30 minutes! You may already be in front of the tube, so tune in and support @joejonas w/us!"
2.22795E+17	negative	"@Jennysjams O no!!! The Great Yorkshire Show was cancelled for tmrw &amp; Thursday,its such a shame. So many businesses the weather is affecting"
2.16306E+17	positive	@foodembrace saw your shout out on Copper River Salmon. You may like our take on it from Seattle w/this recipe http://t.co/Z7eIPdBB
2.22443E+17	neutral	Tomorrow's Barbarians game at West Harrow has been postponed due to the weather.
2.8403E+17	positive	"On this day, 44 yrs ago, Zeppelin played their 1st gig in North America as an opening act for Vanilla Fudge. Tix cost $5. #blewthemoffstage"
2.52152E+17	neutral	If you missed Ben Sollee in Studio [AVL] check out his interview online tomorrow at http://t.co/oDrQ697n. Again Ben... http://t.co/DAazmGTW
2.50614E+17	neutral	Attention! The final release of tickets for Circoloco go on sale this Thursday at midday. Please note the first 2... http://t.co/y7IC4bvI
2.25571E+17	positive	Good luck to the Mutiny Reserves tonite in their playoff match! Get it done! Big match tomorrow night in Est Longmeadow! Mutiny v Red Stars!
2.36807E+17	neutral	"Have you seen the 1st episode of """"Styled To Rock"""", the fashion talent produced by Rihanna, dedicated to Kanye... http://t.co/Wgjt2wBF"
2.47727E+17	neutral	Did anyone attend the Polish Festival in Ealing on Sunday and see the #UWL team there? http://t.co/29A485B4
2.06792E+17	neutral	"Saw Col. Deering / Erin Gray ystrdy, starting off Sunday with Gil Gerard (Buck Rogers) panel, room 121 at Phoenix Comicon! @nerdvana #phxcc"
2.50725E+17	neutral	"@Cunt_puddle knock to the ankle,should be fit for Sunday. Sturbridge is 50/50. Apart from that fully fit squad I think. Vermalen still sick?"
2.203E+17	neutral	Tomorrow we play Roskilde Festival @ the apollo countdown stage @orangefeeling
2.27067E+17	positive	"7 stage wins from Brits, Maillot Jaune for Wiggins, 4th win on the Champs Elysees for Cav, Team Sky hattrick to end with. #dominance #proud"
2.24651E+17	positive	Last day of my vacation! It was a great one! Shinedown Concert kicked ass on the 9th at Bluesfest in Ottawa!! :) http://t.co/16ANKMrR
2.44532E+17	negative	@TJAriyo haha did you hear on Friday when I like shouted fock me in a Liverpudlian accent xD Tate was just like -_-
2.22829E+17	neutral	"Wed. am, my two part interview with Blues legend Edgar Winter. Listen to 98.1 Free FM at 6:20 and 8:10am. He's at Bluesfest on Sat."
2.61055E+17	positive	ive just heard the Edinburgh Derby has been moved to the 3rd of Jan. is this true?? but as long as its still a night time KO im happy #PYRO
2.7387E+17	positive	Tomorrow night 9/8c on the CW Network watch a new episode of #BeautyandtheBeast !! Set your DVR for an exciting episode!!
2.83258E+17	positive	Danee better still match with me tomorrow .
2.07488E+17	positive	"Climbing Frames for Plants: The sun has been out, the Chelsea Flower Show has been in full swing and we are all ... http://t.co/bMkMDkki"
2.22932E+17	neutral	"Would you adam &amp; eve it, sun out morning after they've cancelled Great Yorkshire Show #Harrogate"
2.35163E+17	positive	"Come down to Hype Park this Sunday for food, drink, and a video shoot with myself, Kinetik, Superior Thought, The Locksmiths and many more"
2.52517E+17	positive	@nataliecawte @KezzaWarne Yeah she is still at Ballet West now in the 3rd Year!
2.06053E+17	neutral	"@andrewthieman Yes, near the Winspear Opera House in the Dallas Arts District. We have them Mon-Fri. Here's a map: http://t.co/5wFFXMqo"
2.55709E+17	positive	"@meow_alot I'm just going for a week in January, Niigata is FAAAAAAAR away XD I'm so glad to see Kiryu in an event @ Shinjuku BLAZE ^^"
2.81391E+17	negative	@willylevy29. Come on.u mean to tell me u wouldn't prefer to act alongside Maite once again for the 3rd time? U just don't want ppl talking
2.47643E+17	positive	Fantastic event in Tenby on Sunday with the second running of the Ironman Wales triathlon. More than 40 nations... http://t.co/MLrlmUX2
2.61615E+17	positive	Watched the PLL Halloween special. Good!! Have to wait till January for its return.
2.31057E+17	neutral	JFAA 48th Annual Art show opens this Saturday at 12. We'll be kick'n it off with an array of activities &amp; demonstrations in the Art Park.
2.4573E+17	neutral	"Del Mar Fairgrounds : The 22nd DAA announces """"Game On!"""" Theme for the 2013 San Diego County Fair http://t.co/GV68vfsB"
2.26228E+17	neutral	"Solar Gazing with pro equipment. Meet 1pm Sat 21 July, Cawfields, Hadrian's Wall north of Haltwhistle. check here... http://t.co/MyFL8jED"
2.27277E+17	neutral	"Review: Nas's new album: Rapper Nas performs during the 2012 ESPY Awards in Los Angeles on July 11. """"Life is ... http://t.co/GlGY3b42"
2.38475E+17	positive	"Stone Brewing celebrates 16 years! Thurs we'll tap their 16th Anniv Ale, the new uber-fresh Enjoy By IPA &amp; a cask... http://t.co/6BYK2aYg"
2.33906E+17	neutral	"With only two weeks to go until the release of THRESHOLD's brand new studio album """"March Of Progress"""", you can... http://t.co/EwpFAWlY"
2.71246E+17	positive	Thanks so much to all of you who came to the Remembrance Service on the 11th. I had a great time and I love... http://t.co/RC9Nb7Z8
2.49136E+17	positive	Visit the Art Park on Monday and find fabulous things from my tag sale! See you! :D http://t.co/ATSMVZiP
2.47739E+17	neutral	Someone may aswell lick my face it now tastes an smells of vanilla fudge #facemasssssssk
2.22356E+17	neutral	Bradley Wiggins with a ITT fitting a Maillot Jaune. British 1-2 for the stage. Also a Team Sky 1-2. Spartacus in 3rd.
2.85531E+17	neutral	@CMPunk are you coming down to check out the 2013 Phoenix Comicon on May 23-26?
2.56858E+17	positive	"Going to be listening to a combination of Manran, Skerryvore, Runrig and the Vatersay boys on our drive to Inverness tomorrow. #teuchters"
2.29873E+17	positive	Travelling to Hat Yai on 18 Aug for 3 days and travelling to Brunei on end of nov with some of my close friends! #excited #Heaven #pinchme
2.28952E+17	neutral	"@sassykitty2 yeh but he no have The Maillot Jaune on! could be bannister, wondered if may be small child? next generation etc, or Steve Red"
2.73376E+17	negative	"2pm today - live webchat with Antonio Carluccio. We're not excited at all. No, really *jumps up &amp; down &amp; squeals a bit* http://t.co/QB8HGRpb"
2.24106E+17	positive	Congrats to @DjokerNole for winning Best Male Tennis Player award at the 20th Annual ESPY Awards! I'm so glad I voted! :D
2.84701E+17	neutral	Theater review: The Blue Man Group at Winspear Opera House ignites wonder and exposes the inner child in all of us http://t.co/76MiSAlh
2.56031E+17	positive	Just received Oblivion and the new Perrcy Jackson book - Reading Club get first look at them on Friday.
2.5796E+17	positive	Glad to see the response was ready by the time I got around to reading Mehdi Hasan's article. http://t.co/9TIDdWA8 Thanks @twoshadesofhope
2.2409E+17	positive	full results from Eldora Speedway! finished 2nd with the NRA! http://t.co/v9D28s75
2.17803E+17	positive	Matt Cain just got hooked up! key to the City and June 13th is Matt Cain Day. #BeatLA
2.75735E+17	positive	@CodySimpson Can't wait to see you perform on Sunday at @985wkrz's #LetItShow at the Kirby Center in PA!!! &lt;3 http://t.co/MmA5yzEi
2.07685E+17	positive	Hope I get free @fosterthepeople tickets for the concert in Ohio June 1st. D: #Hopeful #Desperate.
1.80522E+17	negative	De La Soul is the shit too no lie
2.65522E+17	positive	"Monday Morning Laugh! My mom sent me this and said she did this to us once, just for fun http://t.co/2QeOYche """"I ate your Halloween Candy"""""
2.78505E+17	positive	Omigod! Tomorrow is gonna be 12/12/12. Wow! Opposite day? Hmm. X
2.43054E+17	neutral	Go see the Marley Movie Wednesday night at the F.M. Kirby Center with George Wesley opening. You will be... http://t.co/udDmVZJd
2.76308E+17	neutral	On the 5th day of advent we have our double deck for @RHS Chelsea Flower Show #OBAdventCalendar http://t.co/MVlNlak9
2.81555E+17	neutral	The deadline to sign up for Islamic Relief fundraising Mount snowdon challenge will be on Friday the 21st. Sign up on: http://t.co/p10r4hDM
2.73707E+17	positive	Beer Garden: Hop-driven ale marks Stone Brewing's 16th anniversary: Stone Brewing in San Diego just celebrated 1... http://t.co/so1YmTgc
2.75497E+17	neutral	@j_pineo Here's a royal connection: The Queen at the Chelsea Flower Show and NZ exhibitor. Mention of rare NZ maple http://t.co/gGtoFYZq
